"id","path","name","type","category_raw","ext","bucket","well","tags","event_key","record_id","ext_norm"
"948d541c57980048a3ca8a73d636f816f2b2e0ec","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-15/MUD_LOG_1.LIS","MUD_LOG_1.LIS","file","well_data","lis","Well_Logs_Wireline","15/9-F-15","","mud log 1.lis","15/9-F-15|Well_Logs_Wireline|mud log 1.lis","lis"
"91d00cee0b3107d3c75ae8279babe33740bff72f","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-15/MUD_LOG_1_INF_1.PDF","MUD_LOG_1_INF_1.PDF","file","well_data","pdf","Well_Logs_Wireline","15/9-F-15","","mud log 1 inf 1","15/9-F-15|Well_Logs_Wireline|mud log 1 inf 1","pdf"
"4690645aa56280b200879b68d67045d0a89036fc","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-15/MUD_LOG_MD_PLOT_1.PDF","MUD_LOG_MD_PLOT_1.PDF","file","well_data","pdf","Well_Logs_Wireline","15/9-F-15","","mud log md plot 1","15/9-F-15|Well_Logs_Wireline|mud log md plot 1","pdf"
"1578ee7ae05231774c0a6e500dc8c0eb7084973f","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-15/MUD_LOG_MD_PLOT_2.PDF","MUD_LOG_MD_PLOT_2.PDF","file","well_data","pdf","Well_Logs_Wireline","15/9-F-15","","mud log md plot 2","15/9-F-15|Well_Logs_Wireline|mud log md plot 2","pdf"
"2dcd7e056e9f8a786eafc3855f33cfd0a444723e","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-15/MUD_LOG_MD_PLOT_3.PDF","MUD_LOG_MD_PLOT_3.PDF","file","well_data","pdf","Well_Logs_Wireline","15/9-F-15","","mud log md plot 3","15/9-F-15|Well_Logs_Wireline|mud log md plot 3","pdf"
"ffbe70bb112824a6496e4422d891b67f05f4b30a","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-15/MUD_LOG_REPORT_1.PDF","MUD_LOG_REPORT_1.PDF","file","well_data","pdf","Well_Logs_Wireline","15/9-F-15","","mud log report 1","15/9-F-15|Well_Logs_Wireline|mud log report 1","pdf"
"dba7bc1705cd4f0998451e7a74d597e497124aa4","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-15/MUD_LOG_TVD_PLOT_1.PDF","MUD_LOG_TVD_PLOT_1.PDF","file","well_data","pdf","Well_Logs_Wireline","15/9-F-15","","mud log tvd plot 1","15/9-F-15|Well_Logs_Wireline|mud log tvd plot 1","pdf"
"c031a7a311e211c9acfbdd4f9b6df2bc5fd2a5c7","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/LOGGING_SUMMARY.ASC","LOGGING_SUMMARY.ASC","file","well_data","asc","Drilling_LWD_MWD","15/9-F-15","","logging summary","15/9-F-15|Drilling_LWD_MWD|logging summary","asc"
"2613b2fbf2f978a62063619730971bebd6a05356","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/MWD_REPORT_1.PDF","MWD_REPORT_1.PDF","file","well_data","pdf","Drilling_LWD_MWD","15/9-F-15","","mwd report 1","15/9-F-15|Drilling_LWD_MWD|mwd report 1","pdf"
"f18cc8451c10c07e7f4e3e545818629fd07ab3e2","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_1.PDF","WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_1.PDF","file","well_data","pdf","Drilling_LWD_MWD","15/9-F-15","","wl raw aac den gr neu remp md mwd plot 1","15/9-F-15|Drilling_LWD_MWD|wl raw aac den gr neu remp md mwd plot 1","pdf"
"5c890e0aa79c844b2abfecbdc27b85a24feeb0fc","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_2.PDF","WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_2.PDF","file","well_data","pdf","Drilling_LWD_MWD","15/9-F-15","","wl raw aac den gr neu remp md mwd plot 2","15/9-F-15|Drilling_LWD_MWD|wl raw aac den gr neu remp md mwd plot 2","pdf"
"d9244b07bf3ef5183badb9a50de2dd6804e526ec","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_3.PDF","WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_3.PDF","file","well_data","pdf","Drilling_LWD_MWD","15/9-F-15","","wl raw aac den gr neu remp md mwd plot 3","15/9-F-15|Drilling_LWD_MWD|wl raw aac den gr neu remp md mwd plot 3","pdf"
"799d54d8189a625be9965bb09befc9111cb3f58a","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_4.PDF","WL_RAW_AAC-DEN-GR-NEU-REMP_MD_MWD_PLOT_4.PDF","file","well_data","pdf","Drilling_LWD_MWD","15/9-F-15","","wl raw aac den gr neu remp md mwd plot 4","15/9-F-15|Drilling_LWD_MWD|wl raw aac den gr neu remp md mwd plot 4","pdf"
"7adb084d5c815173ec57d3b9d23325977e4a6d6a","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_AAC_MWD_1-2_INF_1.ASC","WL_RAW_AAC_MWD_1-2_INF_1.ASC","file","well_data","asc","Drilling_LWD_MWD","15/9-F-15","","wl raw aac mwd 1 2 inf 1","15/9-F-15|Drilling_LWD_MWD|wl raw aac mwd 1 2 inf 1","asc"
"06870b1e2969ee03409a188efe5a7c470ac4f5df","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_AAC_MWD_1.DLIS","WL_RAW_AAC_MWD_1.DLIS","file","well_data","dlis","Drilling_LWD_MWD","15/9-F-15","DLIS","wl raw aac mwd 1","15/9-F-15|Drilling_LWD_MWD|wl raw aac mwd 1","dlis"
"4ec3e845ba7ad641b875a5672883acef61b0386f","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_AAC_MWD_2.DLIS","WL_RAW_AAC_MWD_2.DLIS","file","well_data","dlis","Drilling_LWD_MWD","15/9-F-15","DLIS","wl raw aac mwd 2","15/9-F-15|Drilling_LWD_MWD|wl raw aac mwd 2","dlis"
"6a177e2ed53c638590aef8282451a893d6f016c8","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_1.PDF","WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_1.PDF","file","well_data","pdf","Drilling_LWD_MWD","15/9-F-15","","wl raw bhpr gr mech md mwd plot 1","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech md mwd plot 1","pdf"
"28a9dae99f5dd5555f86cb2b3a7ebb2862dfa008","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_2.PDF","WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_2.PDF","file","well_data","pdf","Drilling_LWD_MWD","15/9-F-15","","wl raw bhpr gr mech md mwd plot 2","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech md mwd plot 2","pdf"
"5f2975a0fc6ab7f0ce7b876ab7df216b99a3bf36","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_2.PDS","WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_2.PDS","file","well_data","pds","Drilling_LWD_MWD","15/9-F-15","UNTAGGED|PDS|PLOT","wl raw bhpr gr mech md mwd plot 2.pds","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech md mwd plot 2.pds","pds"
"47c82602dbfc73d545fc3bd112f736bde622732b","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_MWD_1.LAS","WL_RAW_BHPR-GR-MECH_MWD_1.LAS","file","well_data","las","Drilling_LWD_MWD","15/9-F-15","LAS","wl raw bhpr gr mech mwd 1.las","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech mwd 1.las","las"
"87372fbb5a79835b7410b905d10efe6555a4552a","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_MWD_1_INF_1.ASC","WL_RAW_BHPR-GR-MECH_MWD_1_INF_1.ASC","file","well_data","asc","Drilling_LWD_MWD","15/9-F-15","","wl raw bhpr gr mech mwd 1 inf 1","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech mwd 1 inf 1","asc"
"e4259ea486d2ce8876d8aada41a3e5dbd0b92e92","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_MWD_2.LAS","WL_RAW_BHPR-GR-MECH_MWD_2.LAS","file","well_data","las","Drilling_LWD_MWD","15/9-F-15","LAS","wl raw bhpr gr mech mwd 2.las","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech mwd 2.las","las"
"fe4017f2d00042496a6180abe8d3dc3bde65d80d","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_MWD_2_INF_1.ASC","WL_RAW_BHPR-GR-MECH_MWD_2_INF_1.ASC","file","well_data","asc","Drilling_LWD_MWD","15/9-F-15","","wl raw bhpr gr mech mwd 2 inf 1","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech mwd 2 inf 1","asc"
"2772272245721e385be28f9f665f1f1cb5feb0c1","dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-15/WL_RAW_BHPR-GR-MECH_TIME_MWD_1-3_INF_1.ASC","WL_RAW_BHPR-GR-MECH_TIME_MWD_1-3_INF_1.ASC","file","well_data","asc","Drilling_LWD_MWD","15/9-F-15","","wl raw bhpr gr mech time mwd 1 3 inf 1","15/9-F-15|Drilling_LWD_MWD|wl raw bhpr gr mech time mwd 1 3 inf 1","asc"
