id,path,name,type,category_raw,ext,bucket,well,tags,event_key,record_id
bb1f9a4fe6bb4500f2c1acee01a6a86a919c0517,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Standard Survey Report_Volve F_F-2_F-2_F-2 rev#2 STGAL 151015_PLAN.pdf,Standard Survey Report_Volve F_F-2_F-2_F-2 rev#2 STGAL 151015_PLAN.pdf,file,well_data,pdf,Reports_General,15/9-F-2,,standard survey report volve f f 2 f 2 f 2 rev#2 stgal 151015 plan,15/9-F-2|Reports_General|standard survey report volve f f 2 f 2 f 2 rev#2 stgal 151015 plan
cc0c4a5431ef220580daae82d0337e5516d4ef20,"dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F-2 Injector Max,MZ DRAFT FOR COST,211108_PROTOTYPE","Volve F_F-2_F-2_F-2 Injector Max,MZ DRAFT FOR COST,211108_PROTOTYPE",file,well_data,,Other_Field_Data,15/9-F-2,INJECTION,"volve f f 2 f 2 f 2 injector max,mz draft for cost,211108 prototype","15/9-F-2|Other_Field_Data|volve f f 2 f 2 f 2 injector max,mz draft for cost,211108 prototype"
a6616656fa79f583f47be38679b5b0d490165fb3,"dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F-2 Injector Most DRAFT FOR COST ,MZ,211108_PROTOTYPE","Volve F_F-2_F-2_F-2 Injector Most DRAFT FOR COST ,MZ,211108_PROTOTYPE",file,well_data,,Other_Field_Data,15/9-F-2,INJECTION,"volve f f 2 f 2 f 2 injector most draft for cost ,mz,211108 prototype","15/9-F-2|Other_Field_Data|volve f f 2 f 2 f 2 injector most draft for cost ,mz,211108 prototype"
b314b81724a9f5ae3a90d9ff6439127e6d3856c1,"dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F-2 Producer Max DRAFT FOR COST,MZ,211108_PROTOTYPE","Volve F_F-2_F-2_F-2 Producer Max DRAFT FOR COST,MZ,211108_PROTOTYPE",file,well_data,,Other_Field_Data,15/9-F-2,,"volve f f 2 f 2 f 2 producer max draft for cost,mz,211108 prototype","15/9-F-2|Other_Field_Data|volve f f 2 f 2 f 2 producer max draft for cost,mz,211108 prototype"
eb436e4d969cb1204dd957238a40bc4b9d1dd669,"dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F-2 Producer Most DRAFT FOR COST,MZ,211108_PROTOTYPE","Volve F_F-2_F-2_F-2 Producer Most DRAFT FOR COST,MZ,211108_PROTOTYPE",file,well_data,,Other_Field_Data,15/9-F-2,,"volve f f 2 f 2 f 2 producer most draft for cost,mz,211108 prototype","15/9-F-2|Other_Field_Data|volve f f 2 f 2 f 2 producer most draft for cost,mz,211108 prototype"
6e0bb5bade023f15ee4e780df9d580b12f6c2d84,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F-2 Rev #00 LS150806_PROTOTYPE,Volve F_F-2_F-2_F-2 Rev #00 LS150806_PROTOTYPE,file,well_data,,Other_Field_Data,15/9-F-2,,volve f f 2 f 2 f 2 rev #00 ls150806 prototype,15/9-F-2|Other_Field_Data|volve f f 2 f 2 f 2 rev #00 ls150806 prototype
02805fb751f72a0bd05272f8a001e4717fe50a2c,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F-2 rev#1 STGAL 141015_PROTOTYPE,Volve F_F-2_F-2_F-2 rev#1 STGAL 141015_PROTOTYPE,file,well_data,,Other_Field_Data,15/9-F-2,,volve f f 2 f 2 f 2 rev#1 stgal 141015 prototype,15/9-F-2|Other_Field_Data|volve f f 2 f 2 f 2 rev#1 stgal 141015 prototype
de7b295875a8d213aa837a50109992381b89e15d,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F-2 rev#2 STGAL 151015_PLAN,Volve F_F-2_F-2_F-2 rev#2 STGAL 151015_PLAN,file,well_data,,Other_Field_Data,15/9-F-2,,volve f f 2 f 2 f 2 rev#2 stgal 151015 plan,15/9-F-2|Other_Field_Data|volve f f 2 f 2 f 2 rev#2 stgal 151015 plan
4ced97b4d929829011d8060468f00a1c3094b07a,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/15_9-F-2/Volve F_F-2_F-2_F2 Injector 170907_PROTOTYPE,Volve F_F-2_F-2_F2 Injector 170907_PROTOTYPE,file,well_data,,Other_Field_Data,15/9-F-2,INJECTION,volve f f 2 f 2 f2 injector 170907 prototype,15/9-F-2|Other_Field_Data|volve f f 2 f 2 f2 injector 170907 prototype
0b1dfaff15272cffd01f1c51c819d2d8f296d020,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_technical_data/WellWellbore/15_9-F-2/Well Summary F-2.pdf,Well Summary F-2.pdf,file,well_data,pdf,Other_Field_Data,15/9-F-2,,well summary f 2,15/9-F-2|Other_Field_Data|well summary f 2
