id,path,name,type,category_raw,ext,bucket,well,tags,event_key,record_id
228806e33b4f5419327185acc837010c15fee465,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-12/MUD_LOG_1.LIS,MUD_LOG_1.LIS,file,well_data,lis,Well_Logs_Wireline,15/9-F-12,,mud log 1.lis,15/9-F-12|Well_Logs_Wireline|mud log 1.lis
56aa5614d54c5160ea7843578de705e7f3037bb8,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-12/MUD_LOG_1_INF_1.PDF,MUD_LOG_1_INF_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-12,,mud log 1 inf 1,15/9-F-12|Well_Logs_Wireline|mud log 1 inf 1
a4e23d2cc5e52d0275e40c6065090894e35ec098,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-12/MUD_LOG_MD_PLOT_1.PDF,MUD_LOG_MD_PLOT_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-12,,mud log md plot 1,15/9-F-12|Well_Logs_Wireline|mud log md plot 1
fe1cc175634a83970813264c7f61383fb3c4442e,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-12/MUD_LOG_MD_PLOT_2.PDF,MUD_LOG_MD_PLOT_2.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-12,,mud log md plot 2,15/9-F-12|Well_Logs_Wireline|mud log md plot 2
f7c74b312e7c3527067bc75e9e536d03792d8f09,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-12/MUD_LOG_MD_PLOT_3.PDF,MUD_LOG_MD_PLOT_3.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-12,,mud log md plot 3,15/9-F-12|Well_Logs_Wireline|mud log md plot 3
3ce8314287a0f3138f0f8dd202d663090aaa0a1b,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-12/MUD_LOG_REPORT_1.PDF,MUD_LOG_REPORT_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-12,,mud log report 1,15/9-F-12|Well_Logs_Wireline|mud log report 1
09221846bfc3eaffb6cb8968008ef8ebf1a938dd,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/01.MUD_LOG/15_9-F-12/MUD_LOG_TVD_PLOT_1.PDF,MUD_LOG_TVD_PLOT_1.PDF,file,well_data,pdf,Well_Logs_Wireline,15/9-F-12,,mud log tvd plot 1,15/9-F-12|Well_Logs_Wireline|mud log tvd plot 1
5363e3bb42a1d00a0faa4ddd989579e7d03886d0,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/LOGGING_SUMMARY.ASC,LOGGING_SUMMARY.ASC,file,well_data,asc,Drilling_LWD_MWD,15/9-F-12,,logging summary,15/9-F-12|Drilling_LWD_MWD|logging summary
7240956506ba73057d97ef49a63e49158ec83c48,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/MWD_REPORT_1.PDF,MWD_REPORT_1.PDF,file,well_data,pdf,Drilling_LWD_MWD,15/9-F-12,,mwd report 1,15/9-F-12|Drilling_LWD_MWD|mwd report 1
16b59d961c95d3c933bb97736d6e352bbb5ea952,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_AC_MD_MWD_PLOT_1.PDS,WL_RAW_AC_MD_MWD_PLOT_1.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw ac md mwd plot 1.pds,15/9-F-12|Drilling_LWD_MWD|wl raw ac md mwd plot 1.pds
b4abeb33a931a31a93aa37c4c3edafc1dfd549ae,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_AC_MD_MWD_PLOT_2.PDS,WL_RAW_AC_MD_MWD_PLOT_2.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw ac md mwd plot 2.pds,15/9-F-12|Drilling_LWD_MWD|wl raw ac md mwd plot 2.pds
ea42e793353f46b3a9fa08f84e6a5bb770cc090b,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_AC_MD_MWD_PLOT_3.PDS,WL_RAW_AC_MD_MWD_PLOT_3.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw ac md mwd plot 3.pds,15/9-F-12|Drilling_LWD_MWD|wl raw ac md mwd plot 3.pds
a900202a8d84d82460f99d510bf6e1cc653cc1e5,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_AC_MD_MWD_PLOT_4.PDS,WL_RAW_AC_MD_MWD_PLOT_4.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw ac md mwd plot 4.pds,15/9-F-12|Drilling_LWD_MWD|wl raw ac md mwd plot 4.pds
e25b4f11f04ae9e0ba75cec1302ec8ed72617ba7,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_AC_MWD_1-2_INF_1.ASC,WL_RAW_AC_MWD_1-2_INF_1.ASC,file,well_data,asc,Drilling_LWD_MWD,15/9-F-12,,wl raw ac mwd 1 2 inf 1,15/9-F-12|Drilling_LWD_MWD|wl raw ac mwd 1 2 inf 1
1544f64ce57ff99323e69ce9c499b640ae064d79,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_AC_MWD_1.DLIS,WL_RAW_AC_MWD_1.DLIS,file,well_data,dlis,Drilling_LWD_MWD,15/9-F-12,DLIS,wl raw ac mwd 1,15/9-F-12|Drilling_LWD_MWD|wl raw ac mwd 1
345eb8f13d54958bf00017e2b0dc7d10d1718c93,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_AC_MWD_2.DLIS,WL_RAW_AC_MWD_2.DLIS,file,well_data,dlis,Drilling_LWD_MWD,15/9-F-12,DLIS,wl raw ac mwd 2,15/9-F-12|Drilling_LWD_MWD|wl raw ac mwd 2
85a511afc740fb7aacce1bbe368544ce69191160,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_1.PDS,WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_1.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw bhpr gr mech md mwd plot 1.pds,15/9-F-12|Drilling_LWD_MWD|wl raw bhpr gr mech md mwd plot 1.pds
5d0663fb0dda58d53791034618122d1730bb44bb,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_2.PDS,WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_2.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw bhpr gr mech md mwd plot 2.pds,15/9-F-12|Drilling_LWD_MWD|wl raw bhpr gr mech md mwd plot 2.pds
863e202630500bbaaefbd4335ef63476871b93ae,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_3.PDS,WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_3.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw bhpr gr mech md mwd plot 3.pds,15/9-F-12|Drilling_LWD_MWD|wl raw bhpr gr mech md mwd plot 3.pds
057515b7fe4b7710633f04a58bba60f6b09ebdbd,dbfs:/Volumes/equinor_asa_volve_data_village/public/volve/Well_logs/02.LWD_EWL/15_9-F-12/WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_4.PDS,WL_RAW_BHPR-GR-MECH_MD_MWD_PLOT_4.PDS,file,well_data,pds,Drilling_LWD_MWD,15/9-F-12,,wl raw bhpr gr mech md mwd plot 4.pds,15/9-F-12|Drilling_LWD_MWD|wl raw bhpr gr mech md mwd plot 4.pds
